MONEDA; MONTODEUDASOL ;EQUIPO;Fecha Desembolso;Dias desde Desembolso;TEA DESEMBOLSO PROMEDIO (%);TEA OFERTA;NIVEL DE PRIORIDAD;
SOLES;393773;Bex Digital 11;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;714621;Bex Digital 19;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;221791;Bex Digital 3 ;1/9/2015;2028;8,25%;7,25%;Prioridad 1;
SOLES;211828;Bex Digital 13;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;550800;Bex Digital 13;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;415411;Bex Digital 4 ;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;670011;Bex Digital 11;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;362397;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;449345;Bex Digital 19;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;400838;Bex Digital 4 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;387911;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;489966;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;385455;Bex Digital 20;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;550099;Bex Digital 12;1/4/2015;2181;8,62%;7,62%;Prioridad 4;
SOLES;623717;Bex Digital 18;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;328953;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;242318;Bex Digital 21;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;638818;Bex Digital 5 ;1/8/2015;2059;8,19%;7,19%;Prioridad 1;
SOLES;323591;Bex Digital 21;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;371858;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;275510;Bex Digital 11;1/9/2014;2393;8,99%;7,99%;Prioridad 4;
SOLES;709839;Bex Digital 2 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;320969;Bex Digital 7 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;231585;Bex Digital 11;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;355639;Bex Digital 4 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;350667;Bex Digital 1;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;324604;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;287686;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;202200;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;390235;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;248067;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;725746;Bex Digital 21;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;274187;Bex Digital 10;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;589768;Bex Digital 6 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;363224;Bex Digital 9 ;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;218497;Bex Digital 15;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;290701;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;333256;Bex Digital 7 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;839580;Bex Digital 13;1/6/2016;1754;9,77%;8,77%;Prioridad 4;
SOLES;954473;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;410255;Bex Digital 7 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;398021;Bex Digital 11;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;385000;Bex Digital 2 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;963306;Bex Digital 5 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;564065;Bex Digital 1;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;302578;Bex Digital 9 ;1/4/2020;354;6,73%;5,73%;Prioridad 2;
SOLES;511284;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;274662;Bex Digital 19;1/6/2016;1754;9,77%;8,77%;Prioridad 4;
SOLES;291855;Bex Digital 21;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;538711;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;1130480;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;687943;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;496900;Bex Digital 17;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;272532;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;327257;Bex Digital 2 ;1/4/2020;354;6,73%;5,73%;Prioridad 2;
SOLES;307302;Bex Digital 9 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;488705;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;710307;Bex Digital 11;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;284472;Bex Digital 12;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;780000;Bex Digital 13;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;476759;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;319671;Bex Digital 10;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;491503;Bex Digital 7 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;217143;Bex Digital 21;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;1122789;Bex Digital 14;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;780353;Bex Digital 11;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;301963;Bex Digital 15;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;234130;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;456365;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;476759;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;246724;Bex Digital 15;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;1212248;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;917398;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;262316;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;332252;Bex Digital 15;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;258826;Bex Digital 15;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;319232;Bex Digital 15;1/4/2020;354;6,73%;5,73%;Prioridad 2;
SOLES;470693;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;386527;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;574772;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;243335;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;447957;Bex Digital 15;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;200218;Bex Digital 15;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;223713;Bex Digital 15;1/8/2015;2059;8,19%;7,19%;Prioridad 1;
SOLES;540746;Bex Digital 15;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;347660;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;361413;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;373136;Bex Digital 15;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;702634;Bex Digital 15;1/4/2019;720;8,05%;7,05%;Prioridad 4;
LLAMAR NO PUDE RETENERLO ;408887;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;409739;Bex Digital 15;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;354425;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;527983;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;241198;Bex Digital 15;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;701981;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;218497;Bex Digital 15;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;559524;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;249101;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;300265;Bex Digital 15;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;923903;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;774897;Bex Digital 15;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;815082;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;304972;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;389676;Bex Digital 15;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;587563;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;247278;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;224731;Bex Digital 15;1/5/2017;1420;8,57%;7,57%;Prioridad 4;
SOLES;333439;Bex Digital 15;1/12/2016;1571;8,57%;7,57%;Prioridad 4;
SOLES;593341;Bex Digital 15;1/12/2019;476;6,84%;5,84%;Priori+A57:T57dad 4;
SOLES;772680;Bex Digital 15;1/2/2018;1144;7,45%;6,45%;Prioridad 4;
SOLES;340780;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;238079;Bex Digital 15;1/2/2016;1875;9,18%;8,18%;Prioridad 2;
SOLES;673733;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;396884;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;393499;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;226511;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;273262;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;496244;Bex Digital 15;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;837720;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;200000;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;603985;Bex Digital 15;1/12/2016;1571;8,57%;7,57%;Prioridad 4;
SOLES;298593;Bex Digital 15;1/9/2014;2393;8,99%;7,99%;Prioridad 4;
SOLES;382521;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
